"x","y"
108.738212818931,185.09461061092
107.72185290211,170.498573013405
104.78792968327,184.546736779227
92.325635158127,162.367264257377
78.4186347597005,123.926399376416
116.620506418071,210.320564751793
99.2910348418048,182.259289390278
106.045889499311,169.189329207272
110.413790918928,181.926792005324
105.353853813136,185.644500744298
104.212234250906,172.356300214548
75.6327743646269,97.6798192779888
116.134783859221,175.878642286886
86.0114737798363,142.121869496141
105.635434212042,178.051314524711
103.777182964319,187.316058179129
113.378537918383,183.36167616
86.5056764462348,143.015337169018
102.387008112164,169.296509482015
106.442402018533,168.529605059239
113.327419852028,196.606482304794
106.426876305502,185.227098589703
103.321156597492,167.138271573603
92.2899530701788,167.386849367159
109.954659032128,183.115808964411
106.456054302509,187.575567598097
86.2970240817269,149.503308229073
107.69324917576,189.665596760837
97.024483011619,177.771223789921
85.9130791222839,146.084235787648
104.357278133305,171.7040417028
106.777640334329,182.169081840282
105.922141773044,195.079874861665
96.9434720139954,162.245899695191
99.147082525554,165.428158311101
102.009966815102,164.238467062819
101.411544904142,179.287078674062
84.5017062419533,135.158223961288
113.17749126472,191.660915565092
101.424112958856,171.54910618122
101.822642845085,179.017903581614
101.14616488212,156.848667208864
88.6682978978469,166.166831257284
102.233129740998,170.047810834605
89.3502746437226,157.788388860433
96.2580131362711,165.699221094831
101.929751996992,165.775237672516
113.41451879006,191.592673993748
99.9600645539516,165.343827110818
102.710039795324,165.695837131597
97.8720491871333,158.046417434747
104.262562688225,154.510371681875
96.4097748412889,157.698247862079
117.649129315633,188.274996781653
99.6706971557501,169.370595026801
101.663674628072,172.755117199638
88.5160020606432,145.70506947936
96.4476384691731,151.224956825082
104.361865670525,171.191694257973
104.383895443429,158.680557854853
99.6907917119986,160.501280927647
89.117298117739,155.830761288869
115.443745752255,201.151871617571
100.257343553403,174.047624261689
89.5244313973332,147.149239841753
87.211334630161,148.762086982765
80.0943029060326,121.317053332715
98.7790216807806,162.116861885391
100.600915151735,171.705766824189
96.2499291474366,146.899749359897
111.230012799963,176.226637850276
98.9915275389179,167.081010001043
91.1561103995663,155.120112097279
86.5888928183833,158.292669896542
98.0890354033345,178.412689464157
101.889074388585,173.337081460045
111.677530080773,200.137051271912
90.546710218411,158.051037599037
90.0648381369455,174.190720828921
100.050789191743,176.346135399419
95.9494071199295,162.177710503661
98.808763715172,168.25553505526
114.817086828297,199.155435528903
103.779044567693,175.599798224841
104.317223759259,168.413862702741
98.2957963583143,160.015874282291
112.637582963805,177.111203455056
83.3387751877556,150.379687833617
106.541215997218,190.29396287676
110.040003580296,172.840901211702
101.956830497612,169.512995685053
104.069524874069,179.661413644538
110.902323753563,184.574846159209
105.850577537329,183.55754757922
105.233771146193,184.833432402998
105.987807647926,170.90948169565
110.414799655479,176.380060956285
84.0233595703217,129.448075926942
105.088883969168,175.322341180949
117.92738158713,183.602358944056
